y_0,y_1
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
1.1098600769221751,1.0000000351402383
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
1.1776031767978823,1.000000012708479
3.4556638928493264,0.7273570951290065
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.9809196571000965,0.4569949414818119
1.1445844166897898,0.19525049144545875
0.0,1.0
0.0,1.0
0.0,1.0
1.528559915009918,0.0015468058582553577
1.3558965715712328,0.0006154224442929545
1.0376476460333757,0.10099740508775636
0.9093436636599962,0.13760417633214553
0.0,1.0
1.351912774092013,-6.588313439620064e-06
1.2704561631194153,-1.3206606793347077e-07
1.2006360863459327,0.0016266603022716869
0.958291055431007,0.00023257687123655088
0.7199595824887529,0.00010651120938561816
0.57912,1e-06
