y_0,y_1
1.0,1.0
1.222222,1.0
1.444444,1.0
1.666667,1.0
1.888889,1.0
2.111111,1.0
2.333333,1.0
2.555556,1.0
2.777778,1.0
3.0,1.0
1.0,1.0
1.222222,1.0
1.444444,1.0
1.666667,1.0
1.888889,1.0
2.111111,1.0
2.333333,1.0
2.555556,1.0
2.777778,1.0
3.0,1.0
1.0,1.0
1.222222,1.0
1.444444,1.0
1.666667,1.0
1.888889,1.0
2.111111,1.0
2.333333,1.0
2.555556,1.0
2.777778,1.0
3.0,1.0
1.0,1.0
1.222222,1.0
1.444444,1.0
1.666667,1.0
1.888889,1.0
2.111111,1.0
2.333333,1.0
2.555556,1.0
2.777778,1.0
3.0,1.0
1.0,1.0
1.222222,1.0
1.444444,1.0
1.666667,1.0
1.888889,1.0
2.111111,1.0
2.333333,1.0
2.555556,1.0
2.777778,1.0
3.0,1.0
1.0,1.0
1.222222,1.0
1.444444,1.0
1.666667,1.0
1.888889,1.0
2.111111,1.0
2.333333,1.0
2.555556,1.0
2.777778,1.0
3.0,1.0
1.0,1.0
1.222222,1.0
1.444444,1.0
1.666667,1.0
1.888889,1.0
2.111111,1.0
2.333333,1.0
2.555556,1.0
2.777778,1.0
3.0,1.0
1.0,1.0
1.222222,1.0
1.444444,1.0
1.666667,1.0
1.888889,1.0
2.111111,1.0
2.333333,1.0
2.555556,1.0
2.777778,1.0
3.0,1.0
1.0,1.0
1.222222,1.0
1.444444,1.0
1.666667,1.0
1.888889,1.0
2.111111,1.0
2.333333,1.0
2.555556,1.0
2.777778,1.0
3.0,1.0
1.0,1.0
1.222222,1.0
1.444444,1.0
1.666667,1.0
1.888889,1.0
2.111111,1.0
2.333333,1.0
2.555556,1.0
2.777778,1.0
3.0,1.0
