theta_0,FB_y_0,y_0,FB_surplus,SB_surplus,info_rents,Actuarial premium at first-best,Actuarial premium at second-best,Cost of non-insurance,Expected positive loss,Probability of claim,Value of first-best coverage,Value of second-best coverage
-7.0,0.4643070086188681,0.4643070086188681,0.10016900235805254,0.10016900235805254,0.0,0.0,0.0,0.179,inf,0.0,0.161,0.161
-6.959595959595959,0.4647747057617968,0.4647747057617968,0.10317113221083532,0.10317113221083532,0.004586550307499326,0.0,0.0,0.184,inf,0.0,0.165,0.165
-6.91919191919192,0.4652061918935169,0.4652061918935169,0.1062515497393556,0.1062515497393556,0.009287742958478479,0.0,0.0,0.189,inf,0.0,0.17,0.17
-6.878787878787879,0.4656466910617546,0.4656466910617546,0.10941183128203162,0.10941183128203162,0.014105840049683155,0.0,0.0,0.194,inf,0.0,0.175,0.175
-6.838383838383838,0.46609634277861334,0.46609634277861334,0.11265356615435107,0.11265356615435107,0.019043125590233634,0.0,0.0,0.2,inf,0.0,0.179,0.179
-6.797979797979798,0.4665552872936971,0.4665552872936971,0.11597835577829962,0.11597835577829962,0.0241019047826955,0.0,0.0,0.205,inf,0.0,0.185,0.185
-6.757575757575758,0.4670236657058765,0.4670236657058765,0.11938781288503662,0.11938781288503662,0.029284503248784816,0.0,0.0,0.211,inf,0.0,0.19,0.19
-6.717171717171717,0.46750162007141494,0.46750162007141494,0.12288356069936247,0.12288356069936247,0.03459326623439979,0.0,0.0,0.216,inf,0.0,0.195,0.195
-6.6767676767676765,0.4679892935085093,0.4679892935085093,0.12646723206119567,0.12646723206119567,0.04003055774912867,0.0,0.0,0.222,inf,0.0,0.2,0.2
-6.636363636363637,0.4684868302985222,0.4684868302985222,0.1301404685167184,0.1301404685167184,0.04559875967285157,0.0,0.0,0.228,inf,0.0,0.206,0.206
-6.595959595959596,0.46899437598398397,0.46899437598398397,0.13390491935241897,0.13390491935241897,0.05130027080259425,0.0,0.0,0.235,inf,0.0,0.212,0.212
-6.555555555555555,0.46951207746354273,0.46951207746354273,0.1377622405936655,0.1377622405936655,0.05713750586122007,0.0,0.0,0.241,inf,0.0,0.217,0.217
-6.515151515151516,0.4700400830839876,0.4700400830839876,0.14171409396522294,0.14171409396522294,0.06311289446530804,0.0,0.0,0.247,inf,0.0,0.223,0.223
-6.474747474747475,0.47057854272950195,0.47057854272950195,0.14576214578754898,0.14576214578754898,0.06922888002600106,0.0,0.0,0.254,inf,0.0,0.229,0.229
-6.434343434343434,0.47112760790825303,0.47112760790825303,0.1499080658478765,0.1499080658478765,0.07548791862177817,0.0,0.0,0.261,inf,0.0,0.236,0.236
-6.393939393939394,0.4716874318364194,0.4716874318364194,0.15415352621571662,0.15415352621571662,0.08189247781271491,0.0,0.0,0.268,inf,0.0,0.242,0.242
-6.353535353535354,0.47225816951985017,0.47225816951985017,0.1585002000159168,0.1585002000159168,0.08844503540933549,0.0,0.0,0.275,inf,0.0,0.249,0.249
-6.313131313131313,0.47283997783336223,0.47283997783336223,0.16294976016371768,0.16294976016371768,0.0951480782004171,0.0,0.0,0.282,inf,0.0,0.255,0.255
-6.2727272727272725,0.4734330155978895,0.4734330155978895,0.1675038780429006,0.1675038780429006,0.10200410062080906,0.0,0.0,0.289,inf,0.0,0.262,0.262
-6.232323232323232,0.47399559847044054,0.47399559847044054,0.1721642221792734,0.1721642221792734,0.10901560338105026,0.0,0.0,0.297,inf,0.0,0.269,0.269
-6.191919191919192,0.4742526208431345,0.4742526208431345,0.176932454942266,0.176932454942266,0.11618509205487415,0.0,0.0,0.305,inf,0.0,0.276,0.276
-6.151515151515151,0.47524285430621016,0.47524285430621016,0.18181024018347933,0.18181024018347933,0.12351507561463126,0.0,0.0,0.313,inf,0.0,0.283,0.283
-6.111111111111111,0.47589827910593346,0.47589827910593346,0.18679922382067393,0.18679922382067393,0.1310080649134548,0.0,0.0,0.321,inf,0.0,0.291,0.291
-6.070707070707071,0.4765748027078871,0.4765748027078871,0.19190105014817432,0.19190105014817432,0.1386665711505486,0.0,0.0,0.329,inf,0.0,0.298,0.298
-6.03030303030303,0.4772570978654927,0.4772570978654927,0.1971173513870414,0.1971173513870414,0.14649310425576328,0.0,0.0,0.337,inf,0.0,0.306,0.306
-5.98989898989899,0.47793224474450224,0.47793224474450224,0.20244974788150202,0.20244974788150202,0.15449017127179432,0.0,0.0,0.346,inf,0.0,0.314,0.314
-5.94949494949495,0.47861999960585583,0.47861999960585583,0.20789984634949085,0.20789984634949085,0.16266027465830551,0.0,0.0,0.355,inf,0.0,0.322,0.322
