theta_0,theta_1,FB_y_0,FB_y_1,y_0,y_1,FB_surplus,SB_surplus,info_rents
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0526315789473684,1.0,1.052632,1.0,0.0,0.0,1.0540166204985262,0.0,0.0
1.1052631578947367,1.0,1.105263,1.0,0.0,0.0,1.1108033240997104,0.0,0.0
1.1578947368421053,1.0,1.157895,1.0,0.0,0.0,1.1703601108032893,0.0,0.0
1.2105263157894737,1.0,1.210526,1.0,0.0020051252352297814,0.0010467472346389916,1.2326869806093683,0.0034714459948471106,1.3659838956683271e-05
1.263157894736842,1.0,1.263158,1.0,0.0050559161659154035,0.0029829901178372075,1.2977839335180001,0.009352180278780934,0.00011919274607403996
1.3157894736842106,1.0,1.315789,1.0,0.03061168093807547,0.018491381809196423,1.3656509695289738,0.05813040625376172,0.0003852935969116955
1.368421052631579,1.0,1.368421,1.0,0.09636350377627426,0.059252687192037364,1.4362880886426577,0.18472013156507497,0.0019964346989156667
1.4210526315789473,1.0,1.421053,1.0,0.16874835467171423,0.15752585485644477,1.509695290858658,0.3706809472609697,0.007068198055561692
1.4736842105263157,1.0,1.473684,1.0,0.34010849460384207,0.3244978012500825,1.5858725761772632,0.7152240140547245,0.01594969040670452
1.526315789473684,1.0,1.526316,1.0,0.5015554998388788,0.46504117961316815,1.6648199445983154,0.9966626492372975,0.03385013749111715
1.5789473684210527,1.0,1.578947,1.0,0.6472925358202224,0.5825963102871202,1.7465373961218158,1.2254341124746801,0.06024779537737396
1.631578947368421,1.0,1.631579,1.0,0.8609935433819161,0.682143563949823,1.831024930747921,1.4836076413601398,0.0943158235784381
1.6842105263157894,1.0,1.684211,1.0,1.047050623747697,0.7601082869130861,1.918282548476342,1.6865221607522765,0.13963127323011798
1.736842105263158,1.0,1.736842,1.0,1.2190165487317475,0.8208932101935693,2.008310249307474,1.858198974731564,0.19473920079578672
1.7894736842105263,1.0,1.789474,1.0,1.381985723789562,0.8685810815623406,2.1011080332409473,2.009449348235317,0.258897966518511
1.8421052631578947,1.0,1.842105,1.0,1.5399955948648854,0.9054607389661048,2.196675900276974,2.146571938500535,0.3316340572442769
1.894736842105263,1.0,1.894737,1.0,1.6970503221469009,0.9336134435822984,2.2950138504155007,2.273270282892388,0.41268645697400724
1.9473684210526314,1.0,1.947368,1.0,1.8504191025005727,0.9518955094879223,2.39612188365642,2.390265277468942,0.5020048949817391
2.0,1.0,2.0,1.0,1.9999999999999598,0.9556833862424661,2.5,2.4990180188725333,0.5993953740607163
1.0,1.0526315789473684,1.0,1.052632,0.0,0.0,1.0540166204985262,0.0,0.0
1.0526315789473684,1.0526315789473684,1.052632,1.052632,0.0,0.0,1.1080332409970526,0.0,0.0
1.1052631578947367,1.0526315789473684,1.105263,1.052632,0.0,0.0,1.1648199445982366,0.0,0.0
1.1578947368421053,1.0526315789473684,1.157895,1.052632,0.0010578522575481542,0.0007983153173711753,1.2243767313018157,0.002064335295021462,3.0863618495260615e-06
1.2105263157894737,1.0526315789473684,1.210526,1.052632,0.0036651422155833412,0.0026102503532820327,1.2867036011078945,0.007174259716714133,6.87517986745251e-05
1.263157894736842,1.0526315789473684,1.263158,1.052632,0.01748598439671227,0.014684979879272302,1.3518005540165259,0.03728472865289273,0.00027619222596021037
1.3157894736842106,1.0526315789473684,1.315789,1.052632,0.0470578902312755,0.03946107685981024,1.4196675900275,0.10157044145202755,0.0013585242184483565
1.368421052631579,1.0526315789473684,1.368421,1.052632,0.172631030278049,0.1657158410512507,1.4903047091411838,0.3820380572972389,0.006477540170547469
1.4210526315789473,1.0526315789473684,1.421053,1.052632,0.3315695945524726,0.32530557920975806,1.5637119113571842,0.7057237124259681,0.015563383869392156
1.4736842105263157,1.0526315789473684,1.473684,1.052632,0.48663925866825436,0.4653389414362565,1.6398891966757894,0.9803040071442795,0.03302852205144563
1.526315789473684,1.0526315789473684,1.526316,1.052632,0.626622219923387,0.5835054424243263,1.7188365650968416,1.2040726395673569,0.05864111461293281
1.5789473684210527,1.0526315789473684,1.578947,1.052632,0.7419012370056655,0.6737512237784248,1.800554016620342,1.3784557417952934,0.09162123145100604
1.631578947368421,1.0526315789473684,1.631579,1.052632,0.9390273246574073,0.7593973796190607,1.8850415512464471,1.6022345283588515,0.13066866497762003
1.6842105263157894,1.0526315789473684,1.684211,1.052632,1.1080866274233048,0.8210553691265532,1.9722991689748681,1.779526025060043,0.18009115574906204
1.736842105263158,1.0526315789473684,1.736842,1.052632,1.2672203540610643,0.8694041073182665,2.0623268698059998,1.9352684220252374,0.238411504560815
1.7894736842105263,1.0526315789473684,1.789474,1.052632,1.4196171465997998,0.906705056054909,2.1551246537394735,2.076080449491173,0.3051073126692913
1.8421052631578947,1.0526315789473684,1.842105,1.052632,1.5691730225013238,0.9348913071523669,2.2506925207755,2.2065151309795343,0.37982400459559645
