,y_0,y_1
0,1.142603542902794,0.003896401746252231
1,0.7704248732541791,0.0003049926723501141
2,0.5793646434113067,8.104417522581391e-05
3,0.46455028105296764,8.75742331934765e-09
4,1.1884751882695248,0.0018278294277912688
5,0.7999367471807949,0.0005513142086396066
6,0.6032396187386129,5.185596631860743e-05
7,0.4835143404486148,0.00013868028447208767
8,1.2641482584019397,0.0009636342747468654
9,0.8548801037392798,0.00020611102175820465
10,0.6457032533652534,8.24344710188475e-05
11,0.5186231326136828,9.308044930656476e-05
12,1.3895036864706876,0.000572927120886193
13,0.9465316620837626,0.00021827066168373513
14,0.7182883141517415,0.0001099215816311653
15,0.5789749862232958,6.437820874208766e-05
