,y_0,y_1
0,1.388380053424903,1.0001810414822736
1,1.0132399514897148,1.000142049689399
2,0.8195018167629787,1.0000924550635328
3,0.7041311334533062,1.0000372357370837
4,1.4174340919068555,1.0001791077450375
5,1.0222788638134173,1.00010317781343
6,0.8254348705614096,1.0000067100931511
7,0.7953036777272338,1.0000000110573775
8,1.4893260120308103,1.000093076498314
9,1.0648618991293601,1.0000005330803876
10,0.8475677592582447,0.9999999742883515
11,0.8203981793721513,0.12217779603496116
12,1.5999609837890945,1.0000017527453302
13,1.1427660235470436,-5.615769851764068e-06
14,0.9445400546945524,0.004684435025713485
15,0.5789749862232958,6.437820874208766e-05
