theta_0,theta_1,FB_y_0,FB_y_1,y_0,y_1,FB_surplus,SB_surplus,info_rents,Actuarial premium at first-best,Actuarial premium at second-best,Cost of non-insurance,Expected positive loss,Probability of claim,Value of first-best coverage,Value of second-best coverage
0.2,4.0,1.161055,0.002212,5.0,1.0,0.09459846408515828,0.0,0.0,0.139,0.0,0.323,4.11,0.047,0.269,0.0
0.2888888888888889,4.0,0.805963,0.001026,5.0,1.0,0.19444564309498363,0.0,0.0,0.155,0.0,0.427,4.11,0.047,0.389,0.0
0.37777777777777777,4.0,0.617195,0.000615,5.0,1.0,0.3361414340119992,0.0,0.0,0.164,0.0,0.571,4.11,0.047,0.541,0.0
0.4666666666666667,4.0,0.500111,0.000407,5.0,1.0,0.5323122476983317,0.0,0.0,0.169,0.0,0.768,4.11,0.047,0.744,0.0
0.5555555555555556,4.0,0.421277,4.3e-05,5.0,1.0,0.7936708662515196,0.0,0.0,0.173,0.0,1.03,4.11,0.047,1.01,0.0
0.6444444444444445,4.0,0.363253,2.9e-05,5.0,1.0,1.1224307852549396,0.0,0.0,0.176,0.0,1.36,4.11,0.047,1.342,0.0
0.7333333333333334,4.0,0.319524,0.0,5.0,1.0,1.507383834931231,0.0,0.0,0.178,0.0,1.745,4.11,0.047,1.73,0.0
0.8222222222222222,4.0,0.284853,0.0,5.0,1.0,1.9261762888871723,0.0,0.0,0.18,0.0,2.164,4.11,0.047,2.151,0.0
0.9111111111111112,4.0,0.256853,5.4e-05,0.0,0.8997751669230835,2.3542297844557942,0.6315963557778675,0.01483336176800365,0.181,0.019,2.593,4.11,0.047,2.58,0.656
1.0,4.0,0.234049,4.2e-05,0.0,0.6952071897703831,2.7728928113870794,1.843638889860215,0.08677560444130072,0.182,0.059,3.011,4.11,0.047,3.0,1.917
0.2,4.444444444444445,1.171756,0.002002,5.0,1.0,0.12973112176669965,0.0,0.0,0.176,0.0,0.415,4.513,0.053,0.35,0.0
0.2888888888888889,4.444444444444445,0.813154,0.000971,5.0,1.0,0.2652807700113149,0.0,0.0,0.195,0.0,0.554,4.513,0.053,0.509,0.0
0.37777777777777777,4.444444444444445,0.622637,0.000566,5.0,1.0,0.4569456320546536,0.0,0.0,0.205,0.0,0.748,4.513,0.053,0.713,0.0
0.4666666666666667,4.444444444444445,0.505865,3.9e-05,5.0,1.0,0.7180604245030167,0.0,0.0,0.211,0.0,1.01,4.513,0.053,0.982,0.0
0.5555555555555556,4.444444444444445,0.424986,3.6e-05,5.0,1.0,1.0547533601612153,0.0,0.0,0.215,0.0,1.348,4.513,0.053,1.324,0.0
0.6444444444444445,4.444444444444445,0.366438,2.4e-05,5.0,1.0,1.458387095878579,0.0,0.0,0.218,0.0,1.752,4.513,0.053,1.731,0.0
0.7333333333333334,4.444444444444445,0.322327,0.0,5.0,1.0,1.9053071347601815,0.0,0.0,0.221,0.0,2.199,4.513,0.053,2.181,0.0
0.8222222222222222,4.444444444444445,0.287332,0.0,0.0,0.8989525961720294,2.3663194536713354,0.626584747301587,0.01100728650911853,0.222,0.024,2.66,4.513,0.053,2.644,0.657
0.9111111111111112,4.444444444444445,0.259108,4.5e-05,0.0,0.6950876378760339,2.817827286789765,1.8413485288406668,0.10099027374803848,0.224,0.072,3.112,4.513,0.053,3.098,1.932
1.0,4.444444444444445,0.236101,3.4e-05,0.0,0.5983176320800774,3.2464533245465965,2.5034874164700867,0.31776857867200003,0.225,0.095,3.541,4.513,0.053,3.528,2.623
0.2,4.888888888888889,1.181509,0.001867,5.0,1.0,0.17356545099319287,0.0,0.0,0.219,0.0,0.521,4.929,0.058,0.447,0.0
0.2888888888888889,4.888888888888889,0.819748,0.000921,5.0,1.0,0.35292876552258284,0.0,0.0,0.239,0.0,0.704,4.929,0.058,0.652,0.0
0.37777777777777777,4.888888888888889,0.627609,0.000554,5.0,1.0,0.604529844296084,0.0,0.0,0.251,0.0,0.958,4.929,0.058,0.918,0.0
0.4666666666666667,4.888888888888889,0.509931,4.7e-05,5.0,1.0,0.9396089560793472,0.0,0.0,0.257,0.0,1.294,4.929,0.058,1.261,0.0
0.5555555555555556,4.888888888888889,0.428443,3e-05,5.0,1.0,1.3550013227484843,0.0,0.0,0.262,0.0,1.71,4.929,0.058,1.683,0.0
0.6444444444444445,4.888888888888889,0.36941,2e-05,5.0,1.0,1.8281832925027015,0.0,0.0,0.266,0.0,2.184,4.929,0.058,2.16,0.0
0.7333333333333334,4.888888888888889,0.324928,0.0,0.0,0.9092973424607869,2.325233892032085,0.5499134729700913,0.00509945869223194,0.268,0.026,2.681,4.929,0.058,2.66,0.582
0.8222222222222222,4.888888888888889,0.289647,0.0,0.0,0.6970481032409751,2.815523454068146,1.8083104218133237,0.09547520823017341,0.27,0.087,3.172,4.929,0.058,3.153,1.917
0.9111111111111112,4.888888888888889,0.261214,3.7e-05,0.0,0.5990855107852373,3.2803619906873163,2.4978345086585714,0.3400909468350649,0.272,0.115,3.637,4.929,0.058,3.62,2.642
1.0,4.888888888888889,0.23802,2.9e-05,0.0,0.468350741044587,3.7125673294673707,3.2691422139919295,0.6079367070280733,0.273,0.153,4.069,4.929,0.058,4.054,3.46
0.2,5.333333333333333,1.190697,0.001736,5.0,1.0,0.22719470680228795,0.0,0.0,0.266,0.0,0.643,5.356,0.064,0.559,0.0
0.2888888888888889,5.333333333333333,0.825856,0.000892,5.0,1.0,0.4590897523401193,0.0,0.0,0.289,0.0,0.878,5.356,0.064,0.82,0.0
0.37777777777777777,5.333333333333333,0.632299,0.000536,5.0,1.0,0.7802883741583146,0.0,0.0,0.301,0.0,1.201,5.356,0.064,1.157,0.0
0.4666666666666667,5.333333333333333,0.513823,4e-05,5.0,1.0,1.195882203242019,0.0,0.0,0.309,0.0,1.618,5.356,0.064,1.582,0.0
0.5555555555555556,5.333333333333333,0.431701,2.5e-05,5.0,1.0,1.6888825475294318,0.0,0.0,0.314,0.0,2.112,5.356,0.064,2.081,0.0
0.6444444444444445,5.333333333333333,0.372211,1.7e-05,2.794426305171258,0.9561518434380794,2.222587750225159,0.17264745813710186,0.0,0.318,0.007,2.646,5.356,0.064,2.62,0.182
0.7333333333333334,5.333333333333333,0.327368,0.0,0.0,0.7642908180453296,2.757487903654139,1.4446090794852193,0.07628268808984306,0.321,0.08,3.181,5.356,0.064,3.158,1.545
0.8222222222222222,5.333333333333333,0.291832,0.0,0.36948498298186305,0.5791417427090803,3.266416006774062,2.465355503913405,0.33738586094349354,0.323,0.134,3.691,5.356,0.064,3.67,2.633
0.9111111111111112,5.333333333333333,0.263371,0.0,0.0,0.453474015874227,3.737492907406359,3.313572931159305,0.6450432803083056,0.325,0.187,4.162,5.356,0.064,4.143,3.547
1.0,5.333333333333333,0.23983,2.4e-05,0.0,0.3209049026103943,4.1693345235765005,3.98838890058007,0.9890019586410087,0.326,0.232,4.594,5.356,0.064,4.577,4.278
0.2,5.777777777777778,1.198826,0.001741,5.0,1.0,0.2916569149365355,0.0,0.0,0.317,0.0,0.781,5.79,0.069,0.688,0.0
0.2888888888888889,5.777777777777778,0.831612,0.000878,5.0,1.0,0.5851538173395727,0.0,0.0,0.343,0.0,1.078,5.79,0.069,1.014,0.0
0.37777777777777777,5.777777777777778,0.636709,0.00053,5.0,1.0,0.9846423048241969,0.0,0.0,0.356,0.0,1.479,5.79,0.069,1.43,0.0
0.4666666666666667,5.777777777777778,0.515849,0.000355,5.0,1.0,1.4841444571585425,0.0,0.0,0.365,0.0,1.98,5.79,0.069,1.94,0.0
0.5555555555555556,5.777777777777778,0.434819,2.2e-05,5.0,1.0,2.049717352933138,0.0,0.0,0.371,0.0,2.546,5.79,0.069,2.513,0.0
0.6444444444444445,5.777777777777778,0.374893,1.4e-05,1.8513936653582017,0.780973750465276,2.633123984978182,1.0389095275961238,0.05542299779823212,0.375,0.06,3.13,5.79,0.069,3.102,1.114
0.7333333333333334,5.777777777777778,0.329697,0.0,0.3588816170572506,0.586189330749461,3.194776654181148,2.379306094399459,0.305318482116827,0.378,0.156,3.692,5.79,0.069,3.667,2.574
0.8222222222222222,5.777777777777778,0.293925,0.0,0.015548833577999622,0.4710959172546608,3.7142752734484272,3.2238827442922644,0.650965870516444,0.38,0.211,4.212,5.79,0.069,4.19,3.488
0.9111111111111112,5.777777777777778,0.265259,0.0,0.0,0.29466359125616187,4.18686891499823,4.036978885348789,1.045562346870375,0.382,0.283,4.685,5.79,0.069,4.665,4.39
1.0,5.777777777777778,0.241688,0.0,0.0,0.2010318619264625,4.616011194362966,4.556801173468821,1.4454910296173877,0.384,0.32,5.115,5.79,0.069,5.096,4.957
0.2,6.222222222222222,1.206775,0.001722,5.0,1.0,0.36790679765263234,0.0,0.0,0.374,0.0,0.937,6.229,0.075,0.836,0.0
