y_0,y_1
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.9965545186113626,1.0000000804844058
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.8190973854880762,1.0000000021741173
1.2613219444709896,0.9974035338993121
3.423832748289738,0.9374794177562932
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.8927601054500562,0.9999997993824894
1.4031910058505659,0.9949388089667771
1.932854114703055,0.9321886294383898
2.540898965182731,0.7995827710564836
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.8306727584986128,1.0000009414878654
1.200184938860634,0.9729705545462909
0.7951458788110851,0.8998639348923486
0.9770702126328001,0.8574446452491401
1.6698895717558453,0.33649273273344266
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.7297115060011855,0.9916058882511715
0.7300780689361428,0.9392458835746598
0.653297500176416,0.8574228806588342
1.2598329339121346,0.3721116493806613
1.3834547717071664,0.2698560744161452
1.2878222430201425,0.23952774697376603
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.5896083103386803,0.973140753551073
0.5579340839023946,0.8555157051074275
1.361025189559422,0.2560702309755715
1.3870822586974125,0.1946579953633516
1.258909441594204,0.19726937270246384
1.118557027342851,0.17685040025397558
1.0266255936382511,0.16636916432091559
0.0,1.0
0.0,1.0
0.0,1.0
0.4754777690096624,1.0000000377508957
1.88778656735721,-9.218527022722046e-06
1.5008986843695293,0.04045800415785272
1.272838066451032,0.07516542025475496
1.1596383509058592,0.08664934790743987
0.9720479325323618,0.08907871217730981
0.8395896316752739,0.09538446139987532
0.7800472821114232,0.09426716500689876
1.4802574605807073,1.0000000190621356
0.0,1.0
1.4557226522584146,-9.011431006983056e-06
1.237499113418886,-3.4756872165777614e-06
1.0706212734995382,0.0004667038405373832
1.0144245434183192,0.0004425399280307985
0.9338964334781218,0.000322536271817869
0.8394978487945349,8.248343122873428e-05
0.7305352476938228,0.00031430279763813417
0.6280786274785007,0.0001058002846667906
0.57912,1e-06
