theta_0,theta_1,FB_y_0,y_0,FB_surplus,SB_surplus,info_rents,Actuarial premium at first-best,Actuarial premium at second-best,Cost of non-insurance,Expected positive loss,Probability of claim,Value of first-best coverage,Value of second-best coverage
0.2,-7.0,0.376859,1.0,0.011682505449906518,0.0,0.0,0.04,0.0,0.089,1.615,0.04,0.062,0.0
0.21578947368421053,-7.0,0.349283,1.0,0.014106158062375439,0.0,0.0,0.042,0.0,0.092,1.615,0.04,0.067,0.0
0.23157894736842105,-7.0,0.32547,1.0,0.016702981658943114,0.0,0.0,0.044,0.0,0.095,1.615,0.04,0.071,0.0
0.2473684210526316,-7.0,0.304698,1.0,0.019477085824776835,0.0,0.0,0.045,0.0,0.098,1.615,0.04,0.076,0.0
0.26315789473684215,-7.0,0.28642,1.0,0.022434952517432355,0.0,0.0,0.046,0.0,0.101,1.615,0.04,0.08,0.0
0.2789473684210526,-7.0,0.270213,1.0,0.02558511204545811,0.0,0.0,0.047,0.0,0.104,1.615,0.04,0.085,0.0
0.2947368421052632,-7.0,0.255745,1.0,0.028937962771816095,0.0,0.0,0.048,0.0,0.108,1.615,0.04,0.089,0.0
0.3105263157894737,-7.0,0.242722,1.0,0.03250568820290036,0.0,0.0,0.049,0.0,0.111,1.615,0.04,0.094,0.0
0.3263157894736842,-7.0,0.230977,1.0,0.03630224344481183,0.0,0.0,0.05,0.0,0.115,1.615,0.04,0.098,0.0
0.34210526315789475,-7.0,0.220407,1.0,0.04034339411046706,0.0,0.0,0.05,0.0,0.119,1.615,0.04,0.103,0.0
0.35789473684210527,-7.0,0.210597,1.0,0.044646799404707116,0.0,0.0,0.051,0.0,0.124,1.615,0.04,0.108,0.0
0.37368421052631584,-7.0,0.201698,1.0,0.04923212615058917,0.0,0.0,0.052,0.0,0.128,1.615,0.04,0.114,0.0
0.3894736842105263,-7.0,0.193522,1.0,0.054121202600773896,0.0,0.0,0.052,0.0,0.133,1.615,0.04,0.119,0.0
0.4052631578947369,-7.0,0.185982,1.0,0.05933819813231983,0.0,0.0,0.053,0.0,0.139,1.615,0.04,0.125,0.0
0.4210526315789474,-7.0,0.179008,1.0,0.06490983593542644,0.0,0.0,0.053,0.0,0.144,1.615,0.04,0.131,0.0
0.4368421052631579,-7.0,0.172538,1.0,0.07086563683751136,0.0,0.0,0.054,0.0,0.15,1.615,0.04,0.138,0.0
0.45263157894736844,-7.0,0.166519,1.0,0.07723809687933489,0.0,0.0,0.054,0.0,0.157,1.615,0.04,0.145,0.0
0.46842105263157896,-7.0,0.160906,1.0,0.08406305525978089,0.0,0.0,0.054,0.0,0.164,1.615,0.04,0.152,0.0
0.4842105263157895,-7.0,0.155659,1.0,0.09138012882123492,0.0,0.0,0.055,0.0,0.171,1.615,0.04,0.16,0.0
0.5,-7.0,0.150743,1.0,0.09923296823158417,0.0,0.0,0.055,0.0,0.179,1.615,0.04,0.168,0.0
0.2,-6.7894736842105265,0.372583,1.0,0.01366849584290114,0.0,0.0,0.046,0.0,0.102,1.643,0.045,0.071,0.0
0.21578947368421053,-6.7894736842105265,0.345322,1.0,0.016483162048948743,0.0,0.0,0.048,0.0,0.105,1.643,0.045,0.077,0.0
0.23157894736842105,-6.7894736842105265,0.321778,1.0,0.019498876367593565,0.0,0.0,0.05,0.0,0.108,1.643,0.045,0.082,0.0
0.2473684210526316,-6.7894736842105265,0.301242,1.0,0.022720779196868296,0.0,0.0,0.051,0.0,0.112,1.643,0.045,0.087,0.0
0.26315789473684215,-6.7894736842105265,0.283171,1.0,0.026156726354739146,0.0,0.0,0.053,0.0,0.115,1.643,0.045,0.092,0.0
0.2789473684210526,-6.7894736842105265,0.267135,1.0,0.029816928722083483,0.0,0.0,0.054,0.0,0.119,1.643,0.045,0.097,0.0
0.2947368421052632,-6.7894736842105265,0.252824,1.0,0.03371375382214274,0.0,0.0,0.055,0.0,0.123,1.643,0.045,0.102,0.0
0.3105263157894737,-6.7894736842105265,0.24002,1.0,0.03786163709354924,0.0,0.0,0.056,0.0,0.128,1.643,0.045,0.108,0.0
0.3263157894736842,-6.7894736842105265,0.228416,1.0,0.04227707210259639,0.0,0.0,0.057,0.0,0.132,1.643,0.045,0.113,0.0
0.34210526315789475,-6.7894736842105265,0.217891,1.0,0.04697865902458907,0.0,0.0,0.058,0.0,0.137,1.643,0.045,0.119,0.0
0.35789473684210527,-6.7894736842105265,0.208296,1.0,0.05198720190156772,0.0,0.0,0.058,0.0,0.142,1.643,0.045,0.125,0.0
0.37368421052631584,-6.7894736842105265,0.199411,1.0,0.05732584645810819,0.0,0.0,0.059,0.0,0.147,1.643,0.045,0.131,0.0
