theta_0,theta_1,FB_y_0,FB_y_1,y_0,y_1,FB_surplus,SB_surplus,info_rents,Actuarial premium at first-best,Actuarial premium at second-best,Cost of non-insurance,Expected positive loss,Probability of claim,Value of first-best coverage,Value of second-best coverage
0.2,-7.0,1.149037,3e-06,0.0,1.0,0.013356257002997404,0.0,8.669239608456506e-07,0.031,0.0,0.089,1.615,0.04,0.052,0.0
0.26,-7.0,0.887169,0.0,0.0,1.0,0.02330245041492674,0.0,8.669239608456506e-07,0.037,0.0,0.1,1.615,0.04,0.069,0.0
0.32,-7.0,0.722516,0.0,0.0,1.0,0.03605294787035321,0.0,8.669239608456506e-07,0.041,0.0,0.114,1.615,0.04,0.087,0.0
0.38,-7.0,0.609433,0.0,0.0,1.0,0.05230267094591064,0.0,8.669239608456506e-07,0.044,0.0,0.13,1.615,0.04,0.107,0.0
0.44,-7.0,0.526817,0.000105,0.0,1.0,0.07313963904879431,0.0,8.669239608456506e-07,0.046,0.0,0.152,1.615,0.04,0.131,0.0
0.5,-7.0,0.464176,0.0,0.0,1.0,0.10016911859054392,0.0,8.669239608456506e-07,0.048,0.0,0.179,1.615,0.04,0.161,0.0
0.2,-6.2,1.168492,0.002374,0.0,1.0,0.023541993226498806,0.0,8.669239608456506e-07,0.051,0.0,0.147,1.725,0.061,0.088,0.0
0.26,-6.2,0.905543,0.0,0.0,1.0,0.04086689152445524,0.0,8.669239608456506e-07,0.061,0.0,0.165,1.725,0.061,0.117,0.0
0.32,-6.2,0.737892,0.0,0.0,1.0,0.06313955055420752,0.0,8.669239608456506e-07,0.067,0.0,0.189,1.725,0.061,0.147,0.0
0.38,-6.2,0.622666,0.0,0.0,1.0,0.09163527707517324,0.0,8.669239608456506e-07,0.072,0.0,0.218,1.725,0.061,0.182,0.0
0.44,-6.2,0.538915,0.0,0.0,1.0,0.128306944325685,0.0,8.669239608456506e-07,0.076,0.0,0.255,1.725,0.061,0.223,0.0
0.5,-6.2,0.473976,0.000218,0.0,1.0,0.1759705418435348,0.0,8.669239608456506e-07,0.079,0.0,0.303,1.725,0.061,0.275,0.0
0.2,-5.4,1.201334,0.0015,0.0,1.0,0.03985303797218005,0.0,8.669239608456506e-07,0.082,0.0,0.233,1.848,0.089,0.143,0.0
0.26,-5.4,0.93143,0.0,0.0,1.0,0.06882703509713635,0.0,8.669239608456506e-07,0.097,0.0,0.264,1.848,0.089,0.19,0.0
0.32,-5.4,0.758774,0.000455,0.0,1.0,0.10610267223079804,0.0,8.669239608456506e-07,0.107,0.0,0.303,1.848,0.089,0.24,0.0
0.38,-5.4,0.641058,0.000254,0.0,1.0,0.15382240148253096,0.0,8.669239608456506e-07,0.114,0.0,0.352,1.848,0.089,0.297,0.0
0.44,-5.4,0.554717,0.000217,0.9714529483304524,1.0000000906517477,0.21515847408185085,-9.491008847743558e-06,8.669239608456506e-07,0.12,-0.0,0.414,1.848,0.089,0.365,-0.0
0.5,-5.4,0.488969,0.000169,3.990156122992942,0.9777933060553351,0.2944955313609172,0.007878536494052615,8.669239608456506e-07,0.125,0.0,0.494,1.848,0.089,0.451,0.008
0.2,-4.6,1.245834,0.001034,0.0,1.0,0.06466688331380516,0.0,8.998187280840452e-07,0.128,0.0,0.358,1.986,0.125,0.224,0.0
0.26,-4.6,0.966879,0.000407,0.0,1.0,0.11104845239169607,0.0,8.998187280840452e-07,0.149,0.0,0.408,1.986,0.125,0.298,0.0
0.32,-4.6,0.789609,0.000319,0.0,1.0,0.17057306809927653,0.0,8.998187280840452e-07,0.164,0.0,0.47,1.986,0.125,0.376,0.0
0.38,-4.6,0.667541,0.000204,0.8787059951073128,1.0000011114906742,0.24646424840519432,-8.460135967729695e-06,8.998187280840452e-07,0.176,-0.0,0.547,1.986,0.125,0.466,-0.0
0.44,-4.6,0.578056,0.000228,1.0717498902547584,0.9879498766394513,0.3432561178405691,0.011087666690416482,0.0011855122832434336,0.184,0.002,0.645,1.986,0.125,0.574,0.013
0.5,-4.6,0.510024,0.000102,1.01017423122052,0.17075575953529587,0.4667781047547194,0.4472385541699095,0.006075681388254959,0.191,0.121,0.77,1.986,0.125,0.706,0.598
0.2,-3.8,1.308505,0.000103,0.0,1.0,0.10037226372795362,0.0,1.234855886758274e-06,0.191,0.0,0.533,2.141,0.171,0.339,0.0
0.26,-3.8,1.016922,0.000317,0.0,1.0,0.171218405751838,0.0,1.234855886758274e-06,0.222,0.0,0.609,2.141,0.171,0.449,0.0
0.32,-3.8,0.832102,0.000238,0.4511096362084228,1.0000006188937702,0.26153753741665176,-2.494215921377798e-06,1.234855886758274e-06,0.244,-0.0,0.703,2.141,0.171,0.567,-0.0
0.38,-3.8,0.704606,0.000133,1.3644653176770778,0.04204977822798008,0.37554535377832,0.362847652258668,0.0028414114223856025,0.261,0.178,0.819,2.141,0.171,0.701,0.585
0.44,-3.8,0.610673,0.000113,1.1219439117107997,0.11994079849779425,0.5187378537830506,0.5014466502644547,0.13958468118010695,0.273,0.185,0.964,2.141,0.171,0.86,0.733
