y_0,y_1
0.0,0.0
0.0,0.0
0.0029863332670979664,0.0016558805056334316
0.007809366902953325,0.005945613546699377
0.2791022017913315,0.2758827640596104
0.6439029204784998,0.5258101544704693
1.0156965455332188,0.701468243202733
1.3646263123338103,0.8205049683515504
1.6940047412543373,0.8928437671021879
2.000000000000007,0.9162269379032059
0.0,0.0
0.0010296082987140426,0.001029608298714036
0.0059672702534164,0.00550729340370574
0.27836414493553574,0.2770855659881597
0.528624055489069,0.525345763641013
0.8193325905369258,0.7010804711301561
1.1349526373925252,0.8208996404292639
1.4369651110909496,0.904613262089012
1.7173879120578888,0.945754274363484
2.000000000000007,0.966948158347292
0.00165588086978303,0.0029863348896478864
0.005507293676069661,0.005967272307862959
0.278455148585679,0.2784551518766058
0.5275758271281618,0.526519919516316
0.7030512427483067,0.6975400389807783
0.9402424617925584,0.8220536136695529
1.21822752747758,0.9165409176350573
1.4781061233527664,0.978067974978056
1.7385817960571992,1.0186119107602636
2.000000000000007,1.0388632635749275
0.005945615923528309,0.007809371734209949
0.2770855679424958,0.2783641515668286
0.5265199171372366,0.5275758366002017
0.695165054300205,0.6951650627594631
0.8308593514309414,0.8214174030222096
1.034382293772853,0.9175716631837986
1.2797545811409987,1.0114510952644857
1.5186500591221728,1.0725058079318062
1.758833148909028,1.1117621312154367
2.000000000000007,1.1310297225079122
0.2758827701837479,0.2791022123269195
0.5253457695109509,0.528624065492652
0.6975400267604998,0.7030512288964196
0.8214173855874212,0.8308593136484356
0.9292957614984462,0.9292957389858701
1.1272986819138258,1.0459529041731934
1.34080929380754,1.1312737958883647
1.557906382373176,1.18874203086201
1.7781007402874354,1.2249010842092671
2.000000000000007,1.2424637734548156
0.5258101603367369,0.6439029384873728
0.7010804458493209,0.8193325766151671
0.8220535808858165,0.9402424370546588
0.9175716779483001,1.0343823156602143
1.0459529266857732,1.1272986935928473
1.2126195736293133,1.21261956989809
1.3982775287792626,1.2789491529106392
1.594065435641646,1.3262874356224204
1.7956634297159755,1.3566364013700203
2.000000000000007,1.3714605142171874
0.7014682163570766,1.0156965444400352
0.8208996030079603,1.134952623728181
0.9165409373130924,1.218227543845907
1.0114510941835677,1.2797545818476566
1.131273802990697,1.340809297303313
1.2789491566418643,1.3982775284191504
1.445615811487945,1.4456158099447012
1.6244144012187238,1.4808221574797313
1.810487542947142,1.5038965710047172
2.000000000000007,1.5152813684090274
0.8205049275567675,1.3646262934158226
0.9046132574564132,1.4369651198839768
0.9780679789942016,1.47810613107235
1.072505809640008,1.5186500621367716
1.1887420341084545,1.5579063843307086
1.3262874381705145,1.594065435979882
1.4808221590229753,1.6244144006803294
1.6474888143967794,1.6474888135922887
1.8218723412616522,1.6628463555245079
2.000000000000007,1.6704870209953098
0.8928437540184169,1.6940047354201033
0.9457542686574404,1.717387913473181
1.018611910071425,1.738581798759575
1.1117621318665696,1.7588331505836525
1.2249010858364138,1.7781007412689542
1.3566364030414826,1.795663430009895
1.5038965722818642,1.810487542803064
1.6628463563289988,1.8218723409298163
1.8295130117984428,1.829513011419667
2.0,1.8333333441383322
0.9162269320689597,2.000000000000007
0.9669481539283313,2.000000000000007
1.0388632618583364,2.000000000000007
1.1310297224659418,2.000000000000007
1.2424637743943632,2.000000000000007
1.3714605154506538,2.000000000000007
1.5152813694984157,2.000000000000007
1.6704870217528627,2.000000000000007
1.8333333445171085,2.0
2.0,2.0
