theta_0,theta_1,FB_y_0,y_0,FB_surplus,SB_surplus,info_rents,SB_profits,Actuarial premium at first-best,Actuarial premium at second-best,Cost of non-insurance,Expected positive loss,Probability of claim,Value of first-best coverage,Value of second-best coverage
0.7333333333333334,5.333333333333333,0.0644615165867686,0.6747709344340473,2.695909588193115,1.8273817769474734,0.1462911193390366,1.6810906576084368,0.319,0.111,3.188,5.356,0.064,3.095,1.966
0.8222222222222222,5.333333333333333,0.057492707530586454,0.34432568284648835,3.208410339979437,3.068820041486694,0.5667985852294306,2.5020214562572636,0.322,0.224,3.694,5.356,0.064,3.611,3.349
0.9111111111111112,5.333333333333333,0.05188366598316956,0.19815712238410785,3.683689346421522,3.651658850075138,1.0206311730784376,2.6310276769967005,0.324,0.274,4.163,5.356,0.064,4.088,3.994
1.0,5.333333333333333,0.04727178704933573,0.16394640783441666,4.119666511811697,4.098094716179231,1.4497543368654382,2.648340379313793,0.325,0.285,4.594,5.356,0.064,4.526,4.455
0.2,5.777777777777778,0.2280580792675427,1.0,0.2560276624740302,0.0,0.0,0.0,0.309,0.0,1.021,5.79,0.069,0.643,0.0
0.2888888888888889,5.777777777777778,0.15788381042862737,1.0,0.5371229136026552,0.0,0.0,0.0,0.337,0.0,1.221,5.79,0.069,0.959,0.0
0.37777777777777777,5.777777777777778,0.12073148384001683,1.0,0.9244127434632671,0.0,0.0,0.0,0.352,0.0,1.565,5.79,0.069,1.365,0.0
0.4666666666666667,5.777777777777778,0.09773278338949136,1.0,1.4144667052613595,0.0,0.0,0.0,0.362,0.0,2.028,5.79,0.069,1.866,0.0
0.5555555555555556,5.777777777777778,0.08209960404732464,0.9847978113653788,1.9755832610895254,0.0842647033961877,0.0028587320565646272,0.08140597133962307,0.368,0.006,2.571,5.79,0.069,2.435,0.092
0.6444444444444445,5.777777777777778,0.07077552416636726,0.5521736303467977,2.5595291739014874,2.107461911883944,0.0838660556586368,2.0235958562253074,0.372,0.179,3.142,5.79,0.069,3.025,2.332
0.7333333333333334,5.777777777777778,0.062196676196579946,0.32042747330450194,3.1249442795751197,3.011283867054658,0.5303096196822628,2.4809742473723952,0.376,0.272,3.698,5.79,0.069,3.595,3.352
0.8222222222222222,5.777777777777778,0.05547271429215375,0.1805952167121085,3.6495323354446403,3.6248865113615802,1.0450733754017323,2.579813135959848,0.378,0.328,4.215,5.79,0.069,4.123,4.035
0.9111111111111112,5.777777777777778,0.05006074468326952,0.12966157671876177,4.127353190805588,4.117013435118848,1.5181966281535848,2.598816806965263,0.381,0.349,4.686,5.79,0.069,4.603,4.553
1.0,5.777777777777778,0.04561090258177181,0.10743451578932006,4.561327569300393,4.554639333557342,1.9495349153658301,2.6051044181915115,0.382,0.358,5.115,5.79,0.069,5.039,5.002
0.2,6.222222222222222,0.22045913305941015,1.0,0.32212728386749034,0.0,0.0,0.0,0.362,0.0,1.19,6.229,0.075,0.775,0.0
0.2888888888888889,6.222222222222222,0.15262356472854804,1.0,0.6707619179594038,0.0,0.0,0.0,0.394,0.0,1.45,6.229,0.075,1.163,0.0
0.37777777777777777,6.222222222222222,0.11671011157897555,1.0,1.141644567887944,0.0,0.0,0.0,0.41,0.0,1.874,6.229,0.075,1.655,0.0
0.4666666666666667,6.222222222222222,0.09447738136367122,0.9985132540267967,1.7160694576902222,0.00731308902265929,0.0005587618137330266,0.0067543272089262635,0.421,0.001,2.42,6.229,0.075,2.242,0.008
0.5555555555555556,6.222222222222222,0.07936520053730699,0.8238868190013808,2.344060852915984,0.9806893571802721,0.02799348424896078,0.9526958729313113,0.428,0.082,3.028,6.229,0.075,2.879,1.083
0.6444444444444445,6.222222222222222,0.06841827958058379,0.2695245503341897,2.9692741832502594,2.904213608051608,0.43728102759956,2.466932580452048,0.433,0.339,3.639,6.229,0.075,3.51,3.328
0.7333333333333334,6.222222222222222,0.06012515785648578,0.1388637819654383,3.5542898197440023,3.5446402247456756,1.0176429345962648,2.526997290149411,0.437,0.4,4.213,6.229,0.075,4.1,4.045
0.8222222222222222,6.222222222222222,0.05362514336596416,0.1006927960996602,4.085035140488918,4.081328598065188,1.5463877297756294,2.5349408682895582,0.44,0.418,4.736,6.229,0.075,4.635,4.604
0.9111111111111112,6.222222222222222,0.04839342399345445,0.08277579952550436,4.562263587464188,4.560107089680639,2.0221505316409525,2.537956558039687,0.442,0.426,5.206,6.229,0.075,5.115,5.093
1.0,6.222222222222222,0.04409178759108342,0.07262552531690501,4.992848618994046,4.991228412520786,2.45184709507983,2.539381317440956,0.444,0.431,5.631,6.229,0.075,5.548,5.53
0.2,6.666666666666666,0.21352084448883973,1.0,0.3990341362522807,0.0,0.0,0.0,0.419,0.0,1.376,6.67,0.08,0.923,0.0
0.2888888888888889,6.666666666666666,0.1478203406257602,1.0,0.8238764641015203,0.0,0.0,0.0,0.455,0.0,1.705,6.67,0.08,1.392,0.0
0.37777777777777777,6.666666666666666,0.11303700325666924,1.0,1.3839634764868194,0.0,0.0,0.0,0.473,0.0,2.215,6.67,0.08,1.975,0.0
0.4666666666666667,6.666666666666666,0.09150904435145987,0.9815148325783702,2.04060648264007,0.10264252639013557,0.005729200038851797,0.09691332635128377,0.485,0.01,2.84,6.67,0.08,2.646,0.115
0.5555555555555556,6.666666666666666,0.07686760017173401,0.42330588751812337,2.726633158508752,2.493691561323753,0.2684397555538167,2.225251805769936,0.492,0.308,3.505,6.67,0.08,3.342,2.878
0.6444444444444445,6.666666666666666,0.06626517555665179,0.10238135867305145,3.383154860484339,3.381161136091723,0.9236576346705596,2.4575035014211633,0.498,0.479,4.146,6.67,0.08,4.006,3.98
0.7333333333333334,6.666666666666666,0.0582330357055773,0.07633551723798065,3.980481768306567,3.979924406630806,1.5204121342204333,2.4595122724103726,0.502,0.493,4.732,6.67,0.08,4.608,4.596
0.8222222222222222,6.666666666666666,0.0519375744229263,0.06492661685760687,4.513232646767408,4.512912763508053,2.052690188536168,2.460222574971885,0.506,0.499,5.255,6.67,0.08,5.145,5.136
0.9111111111111112,6.666666666666666,0.04687049535995631,0.056877981447777025,4.9879051399686185,4.987695458496354,2.5269887251194296,2.4607067333769246,0.508,0.503,5.723,6.67,0.08,5.623,5.616
1.0,6.666666666666666,0.04270422987071555,0.05161873450862458,5.414355906700167,5.414173375644569,2.9531822990619476,2.460991076582621,0.511,0.506,6.143,6.67,0.08,6.053,6.046
0.2,7.111111111111111,0.20718704850555222,1.0,0.48736849940336724,0.0,0.0,0.0,0.481,0.0,1.579,7.113,0.085,1.089,0.0
0.2888888888888889,7.111111111111111,0.14343510070668314,1.0,0.9966154138284521,0.0,0.0,0.0,0.52,0.0,1.986,7.113,0.085,1.646,0.0
0.37777777777777777,7.111111111111111,0.10968355042295416,0.9988252964714727,1.6493678616000533,0.005462374637162833,0.0004563140248405263,0.005006060612322306,0.54,0.001,2.584,7.113,0.085,2.325,0.006
0.4666666666666667,7.111111111111111,0.08879445748873271,0.5916680872328107,2.3834752320074237,1.8428562252665546,0.059072286069370344,1.7837839391971841,0.553,0.248,3.285,7.113,0.085,3.075,2.153
0.5555555555555556,7.111111111111111,0.07458734707003602,0.07733279238476631,3.118014713537284,3.118003449368279,0.7435314445804817,2.374472004787797,0.562,0.56,3.996,7.113,0.085,3.82,3.818
0.6444444444444445,7.111111111111111,0.0642994397981621,0.06442757180020173,3.7971693833336833,3.7971693549629255,1.42300443013354,2.3741649248293855,0.568,0.568,4.659,7.113,0.085,4.507,4.507
0.7333333333333334,7.111111111111111,0.05650557047893202,0.056290526923313905,4.401276987192003,4.401276896327117,2.027338144726021,2.373938751601096,0.573,0.573,5.251,7.113,0.085,5.117,5.117
0.8222222222222222,7.111111111111111,0.05039686166370332,0.050397775640218356,4.933211749396574,4.933211749394693,2.5593161726371063,2.3738955767575867,0.576,0.576,5.773,7.113,0.085,5.654,5.654
0.9111111111111112,7.111111111111111,0.04548009553002626,0.045458801935330605,5.404145012541324,5.40414501143497,3.030189764354601,2.373955247080369,0.579,0.579,6.236,7.113,0.085,6.128,6.128
1.0,7.111111111111111,0.04143742070086539,0.041822582886195114,5.826108043517976,5.826107645480951,3.4521090472580704,2.3739985982228804,0.582,0.581,6.651,7.113,0.085,6.553,6.553
0.2,7.555555555555555,0.20140222713883554,1.0,0.5876319798180485,0.0,0.0,0.0,0.547,0.0,1.799,7.556,0.091,1.271,0.0
0.2888888888888889,7.555555555555555,0.13943028851215064,1.0,1.1887032154177548,0.0,0.0,0.0,0.59,0.0,2.291,7.556,0.091,1.926,0.0
0.37777777777777777,7.555555555555555,0.10662103456387685,0.982594777548019,1.9352948509022057,0.09113457590289183,0.0037285341647196567,0.08740604173817217,0.612,0.012,2.98,7.556,0.091,2.7,0.106
0.4666666666666667,7.555555555555555,0.08631536672304975,0.07268234688082457,2.740173338876519,2.739903375007223,0.4572971505107164,2.2826062244965066,0.626,0.635,3.749,7.556,0.091,3.523,3.534
0.5555555555555556,7.555555555555555,0.07250491062762285,0.06129886465582587,3.5138689408540813,3.513651728164373,1.232001498684184,2.281650229480189,0.635,0.643,4.498,7.556,0.091,4.308,4.317
0.6444444444444445,7.555555555555555,0.06250423559464383,0.05379826731246344,4.208462197645894,4.208309899036216,1.9273023981381483,2.2810075008980677,0.642,0.648,5.175,7.556,0.091,5.011,5.019
0.7333333333333334,7.555555555555555,0.054927966305825096,0.04837991283082195,4.815280857778227,4.815182632771323,2.534576148539804,2.2806064842315195,0.647,0.652,5.768,7.556,0.091,5.625,5.63
0.8222222222222222,7.555555555555555,0.048989808798988406,0.04397337146213453,5.344533749962704,5.344469011380203,3.0640865010578286,2.280382510322374,0.651,0.655,6.287,7.556,0.091,6.159,6.163
0.9111111111111112,7.555555555555555,0.04421031567920033,0.04058636968039456,5.811054237823049,5.81101672731887,3.530722269583616,2.2802944577352546,0.655,0.657,6.745,7.556,0.091,6.629,6.633
1.0,7.555555555555555,0.04028050983106783,0.03777513178385206,6.2284107006834635,6.228390986760701,3.948115947178943,2.280275039581758,0.657,0.659,7.156,7.556,0.091,7.05,7.052
0.2,8.0,0.1961143586822945,1.0,0.7001933786489614,0.0,0.0,0.0,0.617,0.0,2.038,8.0,0.096,1.472,0.0
0.2888888888888889,8.0,0.13576972493599573,1.0,1.3994567707706667,0.0,0.0,0.0,0.664,0.0,2.621,8.0,0.096,2.229,0.0
0.37777777777777777,8.0,0.10382569446871881,0.0,2.238830179734016,2.225142674364214,0.052858035566667017,2.172284638797547,0.688,0.768,3.399,8.0,0.096,3.099,3.185
0.4666666666666667,8.0,0.08404937398044002,0.04612913978453479,3.1065678181008325,3.104194490691758,0.9232028178134462,2.180991672878312,0.703,0.733,4.228,8.0,0.096,3.986,4.02
0.5555555555555556,8.0,0.07060147647153454,0.04227658557170071,3.910785942061275,3.9092021336010974,1.729193799612263,2.1800083339888343,0.714,0.736,5.007,8.0,0.096,4.803,4.829
0.6444444444444445,8.0,0.06086334367888788,0.03898763388744686,4.615060564113854,4.613960426868885,2.4347522152719403,2.1792082115969444,0.721,0.738,5.692,8.0,0.096,5.517,5.537
0.7333333333333334,8.0,0.05348596991600727,0.036594698807533174,5.221667905765867,5.220918463355153,3.0423321278384217,2.178586335516731,0.727,0.74,6.285,8.0,0.096,6.13,6.146
0.8222222222222222,8.0,0.047703703475160994,0.0344109474732776,5.7470430598557485,5.746520850177229,3.568469567239643,2.178051282937586,0.731,0.742,6.799,8.0,0.096,6.661,6.673
0.9111111111111112,8.0,0.043049683697209844,0.03223776263691592,6.208805139459588,6.208421322837884,4.030845193557489,2.1775761292803946,0.735,0.743,7.252,8.0,0.096,7.127,7.137
1.0,8.0,0.03922304489684523,0.029874268988734732,6.6215737210229895,6.621258381628847,4.444118246863518,2.177140134765329,0.738,0.745,7.657,8.0,0.096,7.544,7.553
